customer_id_masked,date_registered_masked,gender,adress_masked,email_masked,birthdate_masked,current_location,age_bracket,salary_bracket
CID_000849,44394,M,ADDR_000849,user_000849@masked.com,14953,"['-30.3322365', '103.348450']",18–25,100k+
CID_000850,44192,F,ADDR_000850,user_000850@masked.com,9129,"['-27.8035125', '113.217701']",56–65,100k+
CID_000851,44725,M,ADDR_000851,user_000851@masked.com,16808,"['23.6252735', '43.484705']",46–55,80k - 100k
CID_000852,43739,F,ADDR_000852,user_000852@masked.com,38794,"['-61.011706', '-174.467881']",26–35,100k+
CID_000853,44091,M,ADDR_000853,user_000853@masked.com,38393,"['-0.276500', '-45.951730']",36–45,100k+
CID_000854,43872,M,ADDR_000854,user_000854@masked.com,43826,"['-29.6327125', '95.614433']",46–55,100k+
CID_000855,43916,M,ADDR_000855,user_000855@masked.com,14967,"['16.7446785', '-120.925706']",18–25,100k+
CID_000856,44314,F,ADDR_000856,user_000856@masked.com,3719,"['51.6142165', '63.474005']",56–65,100k+
CID_000857,44205,M,ADDR_000857,user_000857@masked.com,28457,"['-29.7693595', '26.022820']",26–35,60k - 80k
CID_000858,43849,F,ADDR_000858,user_000858@masked.com,4235,"['81.585312', '100.158406']",56–65,100k+
CID_000859,43815,M,ADDR_000859,user_000859@masked.com,12802,"['-29.339466', '21.947914']",56–65,100k+
CID_000860,43694,F,ADDR_000860,user_000860@masked.com,30954,"['35.398120', '-37.723354']",56–65,100k+
CID_000861,43926,M,ADDR_000861,user_000861@masked.com,43280,"['-4.871297', '-141.230515']",18–25,100k+
CID_000862,44074,M,ADDR_000862,user_000862@masked.com,10158,"['39.602363', '124.600884']",56–65,100k+
CID_000863,44586,M,ADDR_000863,user_000863@masked.com,42479,"['-70.786741', '72.071235']",46–55,100k+
CID_000864,43806,M,ADDR_000864,user_000864@masked.com,24209,"['8.227222', '11.417449']",56–65,100k+
CID_000865,44390,M,ADDR_000865,user_000865@masked.com,19417,"['-34.9878605', '7.468755']",46–55,100k+
CID_000866,43887,F,ADDR_000866,user_000866@masked.com,42207,"['-46.806227', '138.846570']",56–65,40k - 60k
CID_000867,44062,M,ADDR_000867,user_000867@masked.com,8532,"['-83.379706', '142.352951']",26–35,100k+
CID_000868,44410,F,ADDR_000868,user_000868@masked.com,32360,"['56.299802', '-5.648873']",46–55,80k - 100k
CID_000869,44061,F,ADDR_000869,user_000869@masked.com,42716,"['-58.788011', '-69.300807']",56–65,100k+
CID_000870,44276,M,ADDR_000870,user_000870@masked.com,21938,"['-87.5199505', '-106.174605']",56–65,100k+
CID_000871,44040,M,ADDR_000871,user_000871@masked.com,37749,"['-60.2930475', '145.995308']",56–65,100k+
CID_000872,44388,M,ADDR_000872,user_000872@masked.com,16632,"['-58.8643985', '36.499192']",18–25,100k+
CID_000873,43777,M,ADDR_000873,user_000873@masked.com,29773,"['30.7850365', '74.332189']",56–65,100k+
CID_000874,43665,M,ADDR_000874,user_000874@masked.com,39576,"['22.6312375', '41.928340']",36–45,100k+
CID_000875,43914,F,ADDR_000875,user_000875@masked.com,18526,"['-66.3809455', '103.788816']",36–45,100k+
CID_000876,44157,M,ADDR_000876,user_000876@masked.com,19864,"['79.0206535', '-65.127722']",46–55,100k+
CID_000877,44305,F,ADDR_000877,user_000877@masked.com,3037,"['-46.8984675', '125.659585']",46–55,100k+
CID_000878,43663,F,ADDR_000878,user_000878@masked.com,17926,"['35.472140', '27.590882']",18–25,100k+
CID_000879,44250,M,ADDR_000879,user_000879@masked.com,7101,"['89.1519415', '-60.226645']",46–55,100k+
CID_000880,43977,M,ADDR_000880,user_000880@masked.com,21675,"['-11.771055', '-137.414099']",56–65,100k+
CID_000881,44327,M,ADDR_000881,user_000881@masked.com,29304,"['44.954628', '64.246535']",26–35,20k - 40k
CID_000882,44149,F,ADDR_000882,user_000882@masked.com,39243,"['-39.518623', '32.824873']",18–25,20k - 40k
CID_000883,44155,M,ADDR_000883,user_000883@masked.com,34724,"['-67.109337', '-107.092279']",26–35,100k+
CID_000884,44671,M,ADDR_000884,user_000884@masked.com,24511,"['3.869502', '134.692422']",56–65,20k - 40k
CID_000885,43893,M,ADDR_000885,user_000885@masked.com,38759,"['-76.532196', '-1.052782']",46–55,100k+
CID_000886,44281,F,ADDR_000886,user_000886@masked.com,29366,"['-69.1782035', '175.331880']",56–65,100k+
CID_000887,44510,F,ADDR_000887,user_000887@masked.com,32989,"['-50.3109485', '67.953028']",36–45,40k - 60k
CID_000888,43760,M,ADDR_000888,user_000888@masked.com,33999,"['-88.697360', '-16.223666']",36–45,100k+
CID_000889,43747,F,ADDR_000889,user_000889@masked.com,13845,"['2.8866895', '-87.822209']",26–35,100k+
CID_000890,44530,M,ADDR_000890,user_000890@masked.com,12492,"['-60.414189', '-5.118085']",36–45,100k+
CID_000891,44484,M,ADDR_000891,user_000891@masked.com,33682,"['25.445281', '165.936361']",18–25,100k+
CID_000892,44250,M,ADDR_000892,user_000892@masked.com,33708,"['31.994192', '-92.780337']",56–65,20k - 40k
CID_000893,43822,F,ADDR_000893,user_000893@masked.com,27493,"['28.676990', '26.747715']",26–35,100k+
CID_000894,43766,M,ADDR_000894,user_000894@masked.com,9570,"['-12.351330', '43.268378']",46–55,100k+
CID_000895,44008,M,ADDR_000895,user_000895@masked.com,13605,"['-68.7381865', '50.367371']",36–45,60k - 80k
CID_000896,43819,M,ADDR_000896,user_000896@masked.com,8803,"['-2.651729', '160.275972']",56–65,80k - 100k
CID_000897,43941,F,ADDR_000897,user_000897@masked.com,43935,"['-33.4965735', '-18.880389']",56–65,100k+
CID_000898,43864,M,ADDR_000898,user_000898@masked.com,26566,"['-18.7098845', '-12.755472']",46–55,100k+
CID_000899,43738,F,ADDR_000899,user_000899@masked.com,40771,"['-32.341482', '70.550407']",18–25,100k+
CID_000900,44695,F,ADDR_000900,user_000900@masked.com,10101,"['-69.5673805', '-124.144555']",36–45,100k+
CID_000901,44383,M,ADDR_000901,user_000901@masked.com,8581,"['1.6852225', '-97.934860']",26–35,100k+
CID_000902,44321,M,ADDR_000902,user_000902@masked.com,15946,"['-88.0581705', '144.356909']",26–35,100k+
CID_000903,44128,F,ADDR_000903,user_000903@masked.com,31347,"['-52.1280515', '-77.147741']",46–55,100k+
CID_000904,44462,M,ADDR_000904,user_000904@masked.com,35427,"['-31.1735475', '173.012802']",36–45,100k+
CID_000905,44152,F,ADDR_000905,user_000905@masked.com,6135,"['-81.211993', '90.401466']",56–65,40k - 60k
CID_000906,43758,M,ADDR_000906,user_000906@masked.com,7543,"['55.816077', '38.710635']",56–65,20k - 40k
CID_000907,43741,M,ADDR_000907,user_000907@masked.com,15121,"['-25.3898665', '-84.561037']",36–45,40k - 60k
CID_000908,44096,M,ADDR_000908,user_000908@masked.com,17229,"['18.5180595', '-67.064327']",18–25,60k - 80k
CID_000909,44363,M,ADDR_000909,user_000909@masked.com,11797,"['-50.614653', '-56.609602']",46–55,60k - 80k
CID_000910,43901,F,ADDR_000910,user_000910@masked.com,26402,"['-4.605130', '29.185213']",46–55,100k+
CID_000911,43965,M,ADDR_000911,user_000911@masked.com,36836,"['-60.1739365', '91.794865']",26–35,60k - 80k
CID_000912,44400,F,ADDR_000912,user_000912@masked.com,38182,"['46.4897135', '-144.968369']",26–35,100k+
CID_000913,43926,M,ADDR_000913,user_000913@masked.com,7001,"['21.8225045', '56.427532']",46–55,100k+
CID_000914,44124,F,ADDR_000914,user_000914@masked.com,6489,"['-51.417851', '173.661811']",56–65,40k - 60k
CID_000915,43727,F,ADDR_000915,user_000915@masked.com,35057,"['84.457502', '158.259119']",18–25,100k+
CID_000916,44103,M,ADDR_000916,user_000916@masked.com,3217,"['23.7085815', '-146.907513']",18–25,100k+
CID_000917,44092,M,ADDR_000917,user_000917@masked.com,15827,"['-52.239756', '-4.060951']",46–55,40k - 60k
CID_000918,44715,F,ADDR_000918,user_000918@masked.com,27034,"['-25.212670', '162.765152']",46–55,100k+
CID_000919,44340,M,ADDR_000919,user_000919@masked.com,5864,"['87.313755', '35.324633']",56–65,60k - 80k
CID_000920,43894,F,ADDR_000920,user_000920@masked.com,24627,"['-27.1231405', '-101.037712']",26–35,100k+
CID_000921,44017,M,ADDR_000921,user_000921@masked.com,14876,"['-22.5653845', '-62.352455']",18–25,80k - 100k
CID_000922,44022,F,ADDR_000922,user_000922@masked.com,9812,"['-69.1352065', '72.747025']",26–35,20k - 40k
CID_000923,43644,F,ADDR_000923,user_000923@masked.com,4471,"['26.1367495', '-16.964395']",18–25,100k+
CID_000924,44454,M,ADDR_000924,user_000924@masked.com,14834,"['41.8170465', '157.036672']",56–65,100k+
CID_000925,43875,M,ADDR_000925,user_000925@masked.com,22770,"['-25.334502', '65.631859']",36–45,100k+
CID_000926,43902,M,ADDR_000926,user_000926@masked.com,33629,"['-26.6259745', '-63.081460']",36–45,100k+
CID_000927,44288,F,ADDR_000927,user_000927@masked.com,23091,"['-57.4220885', '-131.889563']",46–55,40k - 60k
CID_000928,44407,M,ADDR_000928,user_000928@masked.com,27250,"['-69.7826415', '68.264148']",26–35,40k - 60k
CID_000929,44689,M,ADDR_000929,user_000929@masked.com,38439,"['32.139278', '153.724782']",46–55,60k - 80k
CID_000930,44660,F,ADDR_000930,user_000930@masked.com,2803,"['-6.574284', '117.216635']",46–55,60k - 80k
CID_000931,43889,F,ADDR_000931,user_000931@masked.com,25390,"['-26.0736825', '-71.258351']",46–55,100k+
CID_000932,44677,M,ADDR_000932,user_000932@masked.com,36533,"['-9.229924', '155.581356']",26–35,100k+
CID_000933,43891,M,ADDR_000933,user_000933@masked.com,10238,"['10.141547', '-52.566524']",18–25,80k - 100k
CID_000934,44529,M,ADDR_000934,user_000934@masked.com,23771,"['-45.1653865', '-156.568825']",36–45,80k - 100k
CID_000935,44511,F,ADDR_000935,user_000935@masked.com,35638,"['-8.6772675', '-156.189771']",36–45,60k - 80k
CID_000936,44558,M,ADDR_000936,user_000936@masked.com,34479,"['-84.9655765', '-163.717250']",36–45,100k+
CID_000937,44289,F,ADDR_000937,user_000937@masked.com,27797,"['8.5386005', '150.498879']",36–45,100k+
CID_000938,44477,F,ADDR_000938,user_000938@masked.com,19295,"['-42.425482', '74.333952']",46–55,100k+
CID_000939,43655,M,ADDR_000939,user_000939@masked.com,41563,"['35.4340605', '117.360145']",26–35,60k - 80k
CID_000940,44346,F,ADDR_000940,user_000940@masked.com,36910,"['27.1534105', '138.858366']",46–55,40k - 60k
CID_000941,43699,F,ADDR_000941,user_000941@masked.com,3646,"['40.6553665', '-164.760836']",36–45,100k+
CID_000942,44566,M,ADDR_000942,user_000942@masked.com,13743,"['-66.1830515', '147.454062']",36–45,60k - 80k
CID_000943,44099,M,ADDR_000943,user_000943@masked.com,15580,"['-51.145429', '-11.931167']",56–65,100k+
CID_000944,43918,M,ADDR_000944,user_000944@masked.com,7598,"['-4.942765', '-135.126878']",56–65,100k+
CID_000945,44135,F,ADDR_000945,user_000945@masked.com,22175,"['68.114321', '-61.520476']",18–25,60k - 80k
CID_000946,44037,M,ADDR_000946,user_000946@masked.com,43498,"['-33.5889395', '110.948868']",56–65,60k - 80k
CID_000947,43869,M,ADDR_000947,user_000947@masked.com,43650,"['-80.588955', '83.456550']",56–65,60k - 80k
CID_000948,44238,F,ADDR_000948,user_000948@masked.com,34666,"['88.5208365', '-128.624613']",46–55,100k+
CID_000949,44684,F,ADDR_000949,user_000949@masked.com,6119,"['-42.536033', '-111.290457']",56–65,100k+
CID_000950,43809,M,ADDR_000950,user_000950@masked.com,41674,"['69.6558065', '122.107327']",56–65,40k - 60k
CID_000951,44037,M,ADDR_000951,user_000951@masked.com,32247,"['-46.1435165', '82.031320']",56–65,100k+
CID_000952,44097,F,ADDR_000952,user_000952@masked.com,17127,"['76.1016145', '178.005068']",56–65,100k+
CID_000953,43886,M,ADDR_000953,user_000953@masked.com,41417,"['-37.941692', '149.786786']",56–65,20k - 40k
CID_000954,44449,M,ADDR_000954,user_000954@masked.com,19768,"['73.9443475', '-7.454479']",46–55,100k+
CID_000955,43939,M,ADDR_000955,user_000955@masked.com,35295,"['85.9302555', '-130.199830']",18–25,100k+
CID_000956,44262,F,ADDR_000956,user_000956@masked.com,25260,"['-5.6506805', '131.985183']",46–55,100k+
CID_000957,44024,M,ADDR_000957,user_000957@masked.com,30804,"['82.208470', '-131.073559']",26–35,60k - 80k
CID_000958,44014,M,ADDR_000958,user_000958@masked.com,12683,"['70.668030', '9.009111']",26–35,100k+
CID_000959,44272,F,ADDR_000959,user_000959@masked.com,30881,"['-48.5883655', '94.713674']",56–65,100k+
CID_000960,44155,M,ADDR_000960,user_000960@masked.com,32279,"['-74.8657505', '-69.487606']",36–45,100k+
CID_000961,44026,F,ADDR_000961,user_000961@masked.com,18487,"['-0.7321355', '-66.750761']",36–45,100k+
CID_000962,43935,F,ADDR_000962,user_000962@masked.com,29006,"['-66.0000985', '-131.721163']",26–35,20k - 40k
CID_000963,43711,F,ADDR_000963,user_000963@masked.com,6852,"['-32.8702015', '22.580482']",56–65,20k - 40k
CID_000964,44669,M,ADDR_000964,user_000964@masked.com,20483,"['36.505346', '19.689499']",36–45,100k+
CID_000965,43668,F,ADDR_000965,user_000965@masked.com,35492,"['20.6019155', '-123.149151']",46–55,100k+
CID_000966,43723,M,ADDR_000966,user_000966@masked.com,33365,"['-62.540330', '156.271104']",46–55,100k+
CID_000967,44331,M,ADDR_000967,user_000967@masked.com,16244,"['69.1582845', '61.319751']",46–55,100k+
CID_000968,44574,M,ADDR_000968,user_000968@masked.com,26801,"['34.0746875', '139.995151']",56–65,100k+
CID_000969,43949,F,ADDR_000969,user_000969@masked.com,12465,"['-27.563405', '-173.317245']",36–45,20k - 40k
CID_000970,44446,M,ADDR_000970,user_000970@masked.com,11298,"['-42.6428195', '172.526978']",26–35,20k - 40k
CID_000971,43869,F,ADDR_000971,user_000971@masked.com,22752,"['-14.123672', '41.887219']",36–45,100k+
CID_000972,44584,M,ADDR_000972,user_000972@masked.com,10528,"['16.285766', '175.217683']",26–35,100k+
CID_000973,44041,F,ADDR_000973,user_000973@masked.com,33952,"['-42.497966', '-85.751369']",36–45,100k+
CID_000974,44003,F,ADDR_000974,user_000974@masked.com,14863,"['-67.2052895', '143.343200']",46–55,40k - 60k
CID_000975,43910,F,ADDR_000975,user_000975@masked.com,31008,"['55.091198', '-132.352094']",18–25,100k+
CID_000976,44401,F,ADDR_000976,user_000976@masked.com,17787,"['83.1439545', '64.994444']",36–45,100k+
CID_000977,44272,M,ADDR_000977,user_000977@masked.com,42682,"['14.0134165', '-9.055503']",56–65,100k+
CID_000978,44327,M,ADDR_000978,user_000978@masked.com,33176,"['-11.853548', '-10.056223']",18–25,60k - 80k
CID_000979,43654,M,ADDR_000979,user_000979@masked.com,20423,"['28.7497085', '-6.260558']",56–65,100k+
CID_000980,44278,F,ADDR_000980,user_000980@masked.com,39752,"['77.9006145', '94.054090']",56–65,100k+
CID_000981,44327,M,ADDR_000981,user_000981@masked.com,18336,"['-56.5955755', '179.077671']",46–55,100k+
CID_000982,44629,F,ADDR_000982,user_000982@masked.com,9396,"['80.2145885', '-50.660895']",18–25,100k+
CID_000983,44541,M,ADDR_000983,user_000983@masked.com,44164,"['-67.4693525', '154.560669']",26–35,80k - 100k
CID_000984,43784,M,ADDR_000984,user_000984@masked.com,9603,"['-46.6091165', '19.976123']",46–55,40k - 60k
CID_000985,43725,F,ADDR_000985,user_000985@masked.com,37639,"['52.709294', '-82.067791']",56–65,100k+
CID_000986,43992,M,ADDR_000986,user_000986@masked.com,36568,"['-55.8377035', '146.617411']",56–65,100k+
CID_000987,43693,F,ADDR_000987,user_000987@masked.com,35990,"['-79.5396585', '7.810056']",36–45,100k+
CID_000988,44661,M,ADDR_000988,user_000988@masked.com,34046,"['-53.0529215', '85.914903']",46–55,100k+
CID_000989,44095,M,ADDR_000989,user_000989@masked.com,27450,"['3.2978005', '86.168762']",56–65,40k - 60k
CID_000990,44380,M,ADDR_000990,user_000990@masked.com,36767,"['-46.0366615', '174.349091']",56–65,100k+
CID_000991,44731,M,ADDR_000991,user_000991@masked.com,8421,"['-14.316817', '76.564559']",36–45,100k+
CID_000992,44584,M,ADDR_000992,user_000992@masked.com,34504,"['-12.310783', '12.785349']",46–55,100k+
CID_000993,43714,M,ADDR_000993,user_000993@masked.com,36749,"['9.2862735', '-16.216698']",56–65,100k+
CID_000994,43820,M,ADDR_000994,user_000994@masked.com,23393,"['9.128309', '52.654905']",18–25,100k+
CID_000995,44421,F,ADDR_000995,user_000995@masked.com,23214,"['5.0193025', '44.251108']",26–35,100k+
CID_000996,43997,M,ADDR_000996,user_000996@masked.com,44090,"['-50.3629705', '106.660119']",26–35,100k+
CID_000997,43962,M,ADDR_000997,user_000997@masked.com,18075,"['-3.0697265', '-136.200120']",36–45,100k+
CID_000998,44354,F,ADDR_000998,user_000998@masked.com,17926,"['-64.7206165', '-79.666959']",36–45,100k+
CID_000999,44224,F,ADDR_000999,user_000999@masked.com,7619,"['-86.105911', '-130.793669']",36–45,100k+
CID_001000,44335,M,ADDR_001000,user_001000@masked.com,11601,"['-2.123029', '-4.794166']",36–45,100k+
CID_001001,43858,F,ADDR_001001,user_001001@masked.com,14251,"['0.1614535', '-84.104894']",36–45,100k+
CID_001002,44131,M,ADDR_001002,user_001002@masked.com,43256,"['3.686725', '59.854300']",36–45,80k - 100k
CID_001003,43867,F,ADDR_001003,user_001003@masked.com,44229,"['-81.829919', '-87.594563']",26–35,100k+
CID_001004,43937,M,ADDR_001004,user_001004@masked.com,18156,"['74.2521695', '83.695825']",46–55,100k+
CID_001005,44400,M,ADDR_001005,user_001005@masked.com,39173,"['37.452689', '105.459604']",56–65,100k+
CID_001006,44169,F,ADDR_001006,user_001006@masked.com,17898,"['-74.547375', '140.136651']",36–45,40k - 60k
CID_001007,44130,M,ADDR_001007,user_001007@masked.com,28060,"['58.133001', '40.644932']",26–35,100k+
CID_001008,44053,F,ADDR_001008,user_001008@masked.com,34834,"['14.0714155', '-47.314587']",26–35,100k+
CID_001009,44584,M,ADDR_001009,user_001009@masked.com,11272,"['11.027635', '-117.842025']",56–65,100k+
CID_001010,43665,F,ADDR_001010,user_001010@masked.com,37176,"['-52.933336', '-86.998539']",46–55,100k+
CID_001011,44361,F,ADDR_001011,user_001011@masked.com,41016,"['-14.249899', '-119.628082']",26–35,100k+
CID_001012,43641,M,ADDR_001012,user_001012@masked.com,23364,"['-66.4677535', '-94.284498']",18–25,100k+
CID_001013,44622,M,ADDR_001013,user_001013@masked.com,8052,"['-36.2208385', '-6.021497']",18–25,40k - 60k
CID_001014,43765,F,ADDR_001014,user_001014@masked.com,35226,"['49.9564355', '5.888525']",56–65,100k+
CID_001015,44295,F,ADDR_001015,user_001015@masked.com,14666,"['-83.3911205', '25.916139']",36–45,100k+
CID_001016,44470,F,ADDR_001016,user_001016@masked.com,5254,"['85.4719285', '63.714973']",46–55,80k - 100k
CID_001017,44159,F,ADDR_001017,user_001017@masked.com,41150,"['-8.3308745', '-121.108469']",36–45,20k - 40k
CID_001018,44396,M,ADDR_001018,user_001018@masked.com,40020,"['75.384576', '-86.460515']",56–65,80k - 100k
CID_001019,44075,F,ADDR_001019,user_001019@masked.com,10064,"['10.0564025', '-91.781435']",36–45,100k+
CID_001020,43638,F,ADDR_001020,user_001020@masked.com,17930,"['84.184155', '139.604382']",46–55,20k - 40k
CID_001021,43912,M,ADDR_001021,user_001021@masked.com,14353,"['-69.506848', '-27.353069']",18–25,100k+
CID_001022,43939,M,ADDR_001022,user_001022@masked.com,24922,"['-50.247119', '-121.464047']",18–25,100k+
CID_001023,44168,F,ADDR_001023,user_001023@masked.com,36675,"['-47.706206', '102.252057']",26–35,100k+
CID_001024,44522,M,ADDR_001024,user_001024@masked.com,21193,"['-80.9986835', '173.017963']",18–25,100k+
CID_001025,44213,F,ADDR_001025,user_001025@masked.com,25053,"['58.4941965', '-155.232498']",56–65,100k+
CID_001026,43969,F,ADDR_001026,user_001026@masked.com,32493,"['12.4077055', '-68.118163']",26–35,100k+
CID_001027,44423,F,ADDR_001027,user_001027@masked.com,28609,"['-68.5635535', '57.658591']",36–45,100k+
CID_001028,44331,M,ADDR_001028,user_001028@masked.com,23381,"['-0.730175', '163.292474']",56–65,20k - 40k
CID_001029,44484,M,ADDR_001029,user_001029@masked.com,5666,"['-32.095573', '-29.311995']",46–55,100k+
CID_001030,43868,F,ADDR_001030,user_001030@masked.com,9976,"['81.8869135', '-78.803427']",56–65,100k+
CID_001031,44653,F,ADDR_001031,user_001031@masked.com,25275,"['83.5103985', '103.106758']",46–55,100k+
CID_001032,44101,M,ADDR_001032,user_001032@masked.com,44004,"['75.644760', '81.912921']",46–55,100k+
CID_001033,44088,F,ADDR_001033,user_001033@masked.com,33631,"['0.1366055', '43.403089']",26–35,100k+
CID_001034,44245,F,ADDR_001034,user_001034@masked.com,7942,"['79.8336605', '80.468359']",56–65,40k - 60k
CID_001035,44479,F,ADDR_001035,user_001035@masked.com,4497,"['63.297959', '44.067779']",26–35,100k+
CID_001036,43646,F,ADDR_001036,user_001036@masked.com,36295,"['-87.910625', '127.030859']",18–25,100k+
CID_001037,43687,F,ADDR_001037,user_001037@masked.com,5159,"['-27.5221035', '9.317615']",56–65,100k+
CID_001038,44354,M,ADDR_001038,user_001038@masked.com,21492,"['79.7151895', '79.854231']",18–25,40k - 60k
CID_001039,44097,F,ADDR_001039,user_001039@masked.com,18093,"['62.9021065', '-53.707728']",36–45,100k+
CID_001040,43672,F,ADDR_001040,user_001040@masked.com,7269,"['-37.705218', '-26.682591']",46–55,100k+
CID_001041,44563,M,ADDR_001041,user_001041@masked.com,21137,"['61.705825', '91.514990']",36–45,100k+
CID_001042,43937,F,ADDR_001042,user_001042@masked.com,20932,"['85.909166', '-138.903926']",46–55,40k - 60k
CID_001043,43929,M,ADDR_001043,user_001043@masked.com,3673,"['18.599173', '55.928847']",56–65,100k+
CID_001044,44500,F,ADDR_001044,user_001044@masked.com,39873,"['-19.856742', '-34.089185']",46–55,100k+
CID_001045,43914,M,ADDR_001045,user_001045@masked.com,5046,"['-9.423180', '-96.295784']",46–55,100k+
CID_001046,44634,F,ADDR_001046,user_001046@masked.com,30828,"['33.511589', '-108.704368']",56–65,40k - 60k
CID_001047,43943,M,ADDR_001047,user_001047@masked.com,19415,"['52.688609', '-107.687133']",56–65,40k - 60k
CID_001048,44713,F,ADDR_001048,user_001048@masked.com,38955,"['3.2492535', '-93.688763']",26–35,100k+
CID_001049,44442,M,ADDR_001049,user_001049@masked.com,3663,"['64.2748375', '125.027963']",26–35,100k+
CID_001050,43697,F,ADDR_001050,user_001050@masked.com,14941,"['27.8942205', '-159.065629']",46–55,100k+
CID_001051,43690,F,ADDR_001051,user_001051@masked.com,18605,"['62.4158445', '136.074816']",26–35,40k - 60k
CID_001052,43900,F,ADDR_001052,user_001052@masked.com,10225,"['-80.4307725', '-55.452666']",46–55,100k+
CID_001053,44048,M,ADDR_001053,user_001053@masked.com,10557,"['31.4926025', '54.211496']",36–45,20k - 40k
CID_001054,44383,F,ADDR_001054,user_001054@masked.com,30032,"['-47.657888', '82.813299']",36–45,80k - 100k
CID_001055,44336,M,ADDR_001055,user_001055@masked.com,35364,"['85.538320', '5.686409']",18–25,20k - 40k
CID_001056,44282,M,ADDR_001056,user_001056@masked.com,28577,"['3.4210665', '49.196701']",56–65,40k - 60k
CID_001057,44198,F,ADDR_001057,user_001057@masked.com,25789,"['-50.4875525', '-4.368983']",36–45,100k+
CID_001058,44006,M,ADDR_001058,user_001058@masked.com,18439,"['49.4482175', '-50.002732']",36–45,100k+
CID_001059,44405,M,ADDR_001059,user_001059@masked.com,17322,"['8.0484595', '-13.751335']",56–65,60k - 80k
CID_001060,44037,M,ADDR_001060,user_001060@masked.com,24416,"['12.7387815', '-121.799821']",36–45,80k - 100k
CID_001061,43946,F,ADDR_001061,user_001061@masked.com,17347,"['-80.382683', '-168.626185']",36–45,60k - 80k
CID_001062,44287,F,ADDR_001062,user_001062@masked.com,5006,"['48.573939', '-81.992640']",46–55,60k - 80k
CID_001063,44148,M,ADDR_001063,user_001063@masked.com,25103,"['17.906217', '104.159562']",46–55,100k+
CID_001064,44362,F,ADDR_001064,user_001064@masked.com,14234,"['76.3489985', '75.382504']",26–35,100k+
CID_001065,44437,F,ADDR_001065,user_001065@masked.com,3697,"['-83.5977005', '-173.425530']",26–35,100k+
CID_001066,44181,F,ADDR_001066,user_001066@masked.com,17610,"['-15.3697885', '-126.135301']",18–25,100k+
CID_001067,44586,F,ADDR_001067,user_001067@masked.com,6248,"['-50.646805', '163.041903']",56–65,80k - 100k
CID_001068,44264,F,ADDR_001068,user_001068@masked.com,5053,"['-40.518587', '103.181993']",46–55,20k - 40k
CID_001069,43949,M,ADDR_001069,user_001069@masked.com,7008,"['-86.0178075', '71.661292']",36–45,100k+
CID_001070,44178,F,ADDR_001070,user_001070@masked.com,16634,"['18.868270', '-57.450909']",46–55,100k+
CID_001071,44557,M,ADDR_001071,user_001071@masked.com,16740,"['-48.166665', '-173.137927']",18–25,80k - 100k
CID_001072,43945,M,ADDR_001072,user_001072@masked.com,11213,"['29.897056', '172.457870']",46–55,80k - 100k
CID_001073,44662,M,ADDR_001073,user_001073@masked.com,31215,"['7.446691', '-36.377482']",46–55,80k - 100k
CID_001074,44108,F,ADDR_001074,user_001074@masked.com,22021,"['79.6379805', '-81.649368']",56–65,100k+
CID_001075,44033,F,ADDR_001075,user_001075@masked.com,13454,"['89.312979', '44.075230']",26–35,80k - 100k
CID_001076,43746,M,ADDR_001076,user_001076@masked.com,29279,"['-42.3016145', '-163.885730']",26–35,100k+
CID_001077,44021,F,ADDR_001077,user_001077@masked.com,31489,"['13.276722', '66.839645']",56–65,100k+
CID_001078,44448,M,ADDR_001078,user_001078@masked.com,21381,"['-69.3360665', '163.279469']",56–65,100k+
CID_001079,43973,F,ADDR_001079,user_001079@masked.com,19372,"['-17.220278', '43.140391']",56–65,100k+
CID_001080,44621,F,ADDR_001080,user_001080@masked.com,27558,"['-3.382052', '79.912262']",26–35,100k+
CID_001081,44172,F,ADDR_001081,user_001081@masked.com,27735,"['66.8576185', '-147.051704']",36–45,100k+
CID_001082,43686,F,ADDR_001082,user_001082@masked.com,17177,"['85.532108', '-27.044819']",36–45,100k+
CID_001083,43860,M,ADDR_001083,user_001083@masked.com,6208,"['49.5558195', '-108.403986']",18–25,100k+
CID_001084,44428,F,ADDR_001084,user_001084@masked.com,20835,"['5.038251', '178.023262']",26–35,100k+
CID_001085,43677,F,ADDR_001085,user_001085@masked.com,3233,"['6.801186', '5.334707']",56–65,40k - 60k
CID_001086,44567,F,ADDR_001086,user_001086@masked.com,27398,"['-62.867429', '-54.840547']",36–45,100k+
CID_001087,44497,M,ADDR_001087,user_001087@masked.com,29935,"['53.680812', '-145.043902']",46–55,40k - 60k
CID_001088,44696,F,ADDR_001088,user_001088@masked.com,41962,"['-69.385106', '162.790073']",36–45,100k+
CID_001089,44074,M,ADDR_001089,user_001089@masked.com,25513,"['14.493064', '-96.061281']",46–55,100k+
CID_001090,44631,M,ADDR_001090,user_001090@masked.com,13381,"['2.7335185', '120.922074']",56–65,100k+
CID_001091,44064,F,ADDR_001091,user_001091@masked.com,22359,"['-65.2087415', '-162.886082']",18–25,100k+
CID_001092,44071,M,ADDR_001092,user_001092@masked.com,23249,"['-38.108338', '-170.793995']",36–45,100k+
CID_001093,43985,M,ADDR_001093,user_001093@masked.com,7777,"['48.9063905', '-148.907538']",56–65,100k+
CID_001094,44546,M,ADDR_001094,user_001094@masked.com,10659,"['-82.6833585', '66.910937']",56–65,60k - 80k
